distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,params_wdm_channel_count,params_wdm_channel_power_dbm,params_wdm_raman_coefficient,params_filter_model,params_filter_awg_loss_db,params_awg_isolation_db,params_channel_total_loss_db,params_raman_dark_rate_hz,sweep_protocol_runtime_protocol_class
20.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,0.398107170553,ZERO_KEY,6.2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210553,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,MDIQKDProtocol
10.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.63095734448,ZERO_KEY,6.8055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321793,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,MDIQKDProtocol
0.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,ZERO_KEY,7.7746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502613,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,MDIQKDProtocol
50.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,0.1,ZERO_KEY,6.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53697,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,MDIQKDProtocol
60.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12.0,0.063095734448,ZERO_KEY,6.6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33810,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,MDIQKDProtocol
70.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14.0,0.039810717055,ZERO_KEY,5.5807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21511,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,MDIQKDProtocol
30.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,0.251188643151,ZERO_KEY,10.6772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134263,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,MDIQKDProtocol
80.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.0,0.025118864315,ZERO_KEY,6.4553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13802,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,MDIQKDProtocol
90.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18.0,0.015848931925,ZERO_KEY,6.0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8567,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,MDIQKDProtocol
100.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20.0,0.01,ZERO_KEY,6.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5369,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,MDIQKDProtocol
120.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24.0,0.003981071706,ZERO_KEY,6.0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,MDIQKDProtocol
110.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22.0,0.006309573445,ZERO_KEY,7.1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,MDIQKDProtocol
130.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26.0,0.002511886432,ZERO_KEY,5.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,MDIQKDProtocol
40.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,0.158489319246,ZERO_KEY,13.9335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85346,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,MDIQKDProtocol
140.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28.0,0.001584893192,ZERO_KEY,5.8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,MDIQKDProtocol
10.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0.63095734448,ZERO_KEY,6.2297,166,82,84,0,0,0,1,0,0,0,0,0,22106,10961,10961,0,162146,337,0,0,0,0,0,1446,0,1,322895,0,False,False,0,"{""afterpulse_total_count"": 337, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,MDIQKDProtocol
0.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,ZERO_KEY,8.0394,450,224,226,0,0,0,1,0,0,0,0,0,34727,17327,17327,0,251490,529,0,0,0,0,0,3314,0,1,503777,0,False,False,0,"{""afterpulse_total_count"": 529, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,MDIQKDProtocol
150.0,False,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30.0,0.001,ZERO_KEY,8.3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,MDIQKDProtocol
30.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6.0,0.251188643151,ZERO_KEY,5.9347,24,12,12,0,0,0,1,0,0,0,0,0,9079,4548,4548,0,67085,120,0,0,0,0,0,259,0,1,133866,0,False,False,0,"{""afterpulse_total_count"": 120, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,MDIQKDProtocol
20.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4.0,0.398107170553,ZERO_KEY,6.4567,75,31,44,0,0,0,1,0,0,0,0,0,14291,7159,7159,0,105536,180,0,0,0,0,0,569,0,1,211077,0,False,False,0,"{""afterpulse_total_count"": 180, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,MDIQKDProtocol
40.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8.0,0.158489319246,ZERO_KEY,6.2307,14,5,9,0,0,0,1,0,0,0,0,0,5800,2878,2878,0,42623,91,0,0,0,0,0,107,0,1,85124,0,False,False,0,"{""afterpulse_total_count"": 91, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,MDIQKDProtocol
60.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12.0,0.063095734448,ZERO_KEY,6.4315,1,1,0,0,0,0,1,0,0,0,0,0,2189,1096,1096,0,17054,31,0,0,0,0,0,26,0,1,34137,0,False,False,0,"{""afterpulse_total_count"": 31, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,MDIQKDProtocol
70.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14.0,0.039810717055,ZERO_KEY,5.7908,0,0,0,0,0,0,1,0,0,0,0,0,1424,717,717,0,10750,17,0,0,0,0,0,14,0,1,21646,0,False,False,0,"{""afterpulse_total_count"": 17, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,MDIQKDProtocol
90.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18.0,0.015848931925,ZERO_KEY,5.8802,0,0,0,0,0,0,1,0,0,0,0,0,568,271,271,0,4310,9,0,0,0,0,0,1,0,1,8547,0,False,False,0,"{""afterpulse_total_count"": 9, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,MDIQKDProtocol
100.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,20.0,0.01,ZERO_KEY,5.7751,0,0,0,0,0,0,1,0,0,0,0,0,354,186,186,0,2640,1,0,0,0,0,0,2,0,1,5307,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,MDIQKDProtocol
110.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,22.0,0.006309573445,ZERO_KEY,6.0204,0,0,0,0,0,0,1,0,0,0,0,0,235,109,109,0,1748,7,0,0,0,0,0,3,0,1,3498,0,False,False,0,"{""afterpulse_total_count"": 7, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,MDIQKDProtocol
80.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,16.0,0.025118864315,ZERO_KEY,7.9641,0,0,0,0,0,0,1,0,0,0,0,0,948,450,450,0,6881,11,0,0,0,0,0,11,0,1,13751,0,False,False,0,"{""afterpulse_total_count"": 11, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,MDIQKDProtocol
120.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,24.0,0.003981071706,ZERO_KEY,5.9445,0,0,0,0,0,0,1,0,0,0,0,0,141,65,65,0,1064,1,0,0,0,0,0,0,0,1,2104,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,MDIQKDProtocol
50.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.0,0.1,ZERO_KEY,12.4201,2,1,1,0,0,0,1,0,0,0,0,0,3663,1828,1828,0,27027,55,0,0,0,0,0,54,0,1,53856,0,False,False,0,"{""afterpulse_total_count"": 55, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,MDIQKDProtocol
130.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,26.0,0.002511886432,ZERO_KEY,5.8474,0,0,0,0,0,0,1,0,0,0,0,0,92,48,48,0,652,3,0,0,0,0,0,0,0,1,1308,0,False,False,0,"{""afterpulse_total_count"": 3, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,MDIQKDProtocol
140.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28.0,0.001584893192,ZERO_KEY,5.3362,0,0,0,0,0,0,1,0,0,0,0,0,65,33,33,0,411,1,0,0,0,0,0,0,0,1,833,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,MDIQKDProtocol
150.0,True,10000000,mdi-qkd,MDIQKDProtocol,0,0,0.0,,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,30.0,0.001,ZERO_KEY,3.7308,0,0,0,0,0,0,1,0,0,0,0,0,34,15,15,0,260,0,0,0,0,0,0,0,0,1,540,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,MDIQKDProtocol
